x,y,z,uuid,type,alive,display_name,custom_name
89.21149672816826,-3.0,143.4850099960201,08a8adea-53a6-4a09-b502-1403d17dc680,minecraft:skeleton,true,Skeleton,[null]
78.90738330466412,-2.246800019478798,142.4920035769203,ebc995da-6179-4407-812a-69aaa2b31450,minecraft:spider,true,Spider,[null]
129.54574539540084,34.0,224.54836051715932,95439d59-d13f-49bb-89cb-8183df1e5371,minecraft:creeper,true,Creeper,[null]
41.70746093827283,28.0,165.45844407699298,4c09e437-bc9f-40b9-8946-8b12da242d37,minecraft:enderman,true,Enderman,[null]
48.43668514913546,27.0,168.16614826443364,83aa93ef-0889-4365-bf71-c5a11de90198,minecraft:creeper,true,Creeper,[null]
-16.65857798879207,63.0,157.53607465121425,311e67ae-7ac3-43f2-bb29-6e32c3b87962,minecraft:chicken,true,Chicken,[null]
-19.715351855470608,62.0,157.875,5a5bb329-7473-4025-a418-34a50cd24698,minecraft:item,true,Egg,[null]
-31.119294609131764,70.0,201.20558187082187,e28a26d2-adc7-4ce4-9a7f-9a21d60a451c,minecraft:chicken,true,Chicken,[null]
-24.201200702022156,69.0,199.91462122499757,539b001b-1ceb-4294-bed1-c89ee36ce8bd,minecraft:item,true,Egg,[null]
-19.69916737109344,66.0,172.39728566241916,05d849d6-4115-4bc2-9005-e7f62b9a79ba,minecraft:spider,true,Spider,[null]
-28.272962583995096,68.0,82.46820271413544,3a8b9091-9d59-4564-a97e-f8d5e9833c10,minecraft:item,true,Egg,[null]
-29.0779970092624,72.0,116.90265241423624,4ff9338b-c8d3-4199-b1c6-6e0b4e7cf0d3,minecraft:chicken,true,Chicken,[null]
151.5,52.0,192.5,ea070c91-5f3a-4b41-90b3-aba2a8599e4d,minecraft:skeleton,true,Skeleton,[null]
151.78448138126984,8.0,199.7329164563728,9c495f13-3d94-4901-b82c-3339496cd20c,minecraft:skeleton,true,Skeleton,[null]
157.5,6.0,202.5,0079a1a5-c301-4038-a2da-4ca0c1cefc2e,minecraft:skeleton,true,Skeleton,[null]
155.7358435949901,7.0,197.4760526381598,db23e3b3-18f7-44b3-afc7-21a49c6d7753,minecraft:skeleton,true,Skeleton,[null]
157.5,6.0,204.5,56003c83-642d-4c1a-b4a0-e2d04d99d59d,minecraft:skeleton,true,Skeleton,[null]
127.16024001599848,-28.0,159.4751902521781,33dc5b91-ebf2-4d83-afd8-dbdcdc51f437,minecraft:creeper,true,Creeper,[null]
1.0857128393434095,71.0,146.3913337383952,95a9a02c-4ffb-46de-ba4f-9935ade6ccb9,minecraft:item,true,Egg,[null]
2.436371823772788,27.49397658052668,208.87325023999438,79d4248b-f6dc-4cf1-8c63-c84df76225b7,minecraft:glow_squid,true,Glow Squid,[null]
-0.04261511005461216,26.53381117348373,208.40000000596046,47698fed-c240-43fd-968f-29ce902aed10,minecraft:glow_squid,true,Glow Squid,[null]
1.43009566469118,24.285254748072475,209.64999966975302,e403df36-339e-4e48-8d16-96c24ebdb6ff,minecraft:glow_squid,true,Glow Squid,[null]
4.4000000059604645,25.003500438377262,213.98247648309916,da1a68fc-5f66-4afe-85ed-2e75742357f5,minecraft:glow_squid,true,Glow Squid,[null]
155.5,-9.0,210.5,35cb0b22-6bfb-4a76-9aa4-f803159c507e,minecraft:skeleton,true,Skeleton,[null]
126.5,-8.0,117.5,7b1be7cd-4c3b-47ea-9da6-626b3699d0fa,minecraft:skeleton,true,Skeleton,[null]
127.5,-8.0,118.5,69243ab2-dd38-4b34-906a-bcede925f966,minecraft:skeleton,true,Skeleton,[null]
63.1673937783893,-3.2609017637755953,145.036989377685,06354475-eb7c-4f36-9c97-36cfe6fadb3e,minecraft:bat,true,Bat,[null]
70.33260622161069,-1.899999976158142,144.75,35cda40e-0241-4514-a572-892239b263fd,minecraft:bat,true,Bat,[null]
125.1931426245729,38.0,181.80023062053664,79f076a3-d3fa-456f-b083-6bee85521827,minecraft:skeleton,true,Skeleton,[null]
108.5,29.0,107.5,5ad858e9-dbd1-4e06-8e4e-a5c76f486724,minecraft:skeleton,true,Skeleton,[null]
106.21492702923413,-18.0,189.45816827810205,3de0f782-7e5e-4cb4-bc01-1568de2eda72,minecraft:creeper,true,Creeper,[null]
102.2279135248255,-4.0,127.17362164330329,97b7bb53-d0a2-4ce1-b301-d3ccf325ba78,minecraft:zombie,true,Zombie,[null]
99.5,-9.0,117.5,c1b0af6c-5bc3-41e5-8654-24650a7522a3,minecraft:creeper,true,Creeper,[null]
104.5,-9.0,119.5,4c49122d-a62e-4bab-ab09-dde6fd1a6f52,minecraft:creeper,true,Creeper,[null]
139.5,27.0,254.5,2d4117ef-3dae-498f-9ee9-68c6b8d784f8,minecraft:skeleton,true,Skeleton,[null]
145.23700367965944,27.0,245.80158415842607,32a908a1-467c-4037-9aff-16303c09437d,minecraft:skeleton,true,Skeleton,[null]
-24.915564604856513,38.594087577700066,67.47662175777164,78e31744-0296-4d6d-bd9e-0454470baa36,minecraft:bat,true,Bat,[null]
153.5,-10.9375,79.5,8e758807-9b24-4b21-8a6a-d4c267bbe1f5,minecraft:chest_minecart,true,Minecart with Chest,[null]
173.90432454136678,71.0,67.58017748789648,4ae728d1-8abb-49ff-ad0b-df87a053c7ed,minecraft:chicken,true,Chicken,[null]
94.5,-33.0,201.82838631148098,be680d78-1528-47c3-9022-dcc12313a1f6,minecraft:creeper,true,Creeper,[null]
79.5,54.0,158.5,0396b6d0-93d3-4b4b-9051-20ccf75df898,minecraft:zombie,true,Zombie,[null]
78.53148068962435,55.17675927506424,158.00114016815496,2a85ad46-c6b0-46b2-97eb-a64db1e4a8dd,minecraft:zombie,true,Zombie,[null]
79.5,54.0,159.5,ff509989-a035-494f-ab14-3b9c307672cb,minecraft:creeper,true,Creeper,[null]
212.7844560106107,69.0,187.8560107308376,29f126ac-94b9-43de-b986-ff2edf956dad,minecraft:cow,true,Cow,[null]
223.49671229572317,71.0,122.25197388001942,188c7190-cd11-47ee-8fd9-b2c4d623308c,minecraft:armadillo,true,Armadillo,[null]
124.5,33.0,247.5,141ffc4b-9f32-44af-a87a-b85aaf53b3e5,minecraft:creeper,true,Creeper,[null]
140.5,35.0,149.5,a0d227ee-a4f4-49aa-b900-25a1b6dd6acd,minecraft:creeper,true,Creeper,[null]
