@tick,cpu#15,cpu#14,cpu#13,cpu#12,cpu#11,cpu#10,cpu#2,cpu#1,cpu#0,cpu#9,cpu#8,cpu#7,cpu#6,cpu#5,cpu#4,cpu#3
229,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
230,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
231,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
232,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
233,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
234,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
235,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
236,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
237,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
238,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
239,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
240,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
241,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
242,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
243,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
244,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
245,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
246,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
247,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
248,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
249,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
250,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
251,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
252,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
253,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
254,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
255,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
256,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
257,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
258,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
259,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
260,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
261,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
262,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
263,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
264,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
265,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
266,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
267,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
268,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
269,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
270,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
271,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
272,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
273,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
274,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
275,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
276,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
277,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
278,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
279,33.52713178294574,9.4,6.007751937984496,15.631262525050099,6.2015503875969,12.4,9.218436873747494,3.1936127744510974,15.430861723446892,0.0,25.0,3.10077519379845,21.8,8.932038834951456,56.287425149700596,90.5811623246493
280,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
281,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
282,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
283,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
284,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
285,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
286,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
287,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
288,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
289,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
290,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
291,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
292,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
293,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
294,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
295,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
296,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
297,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
298,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
299,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
300,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
301,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
302,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
303,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
304,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
305,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
306,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
307,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
308,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
309,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
310,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
311,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
312,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
313,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
314,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
315,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
316,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
317,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
318,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
319,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
320,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
321,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
322,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
323,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
324,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
325,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
326,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
327,42.33009708737864,6.019417475728155,0.0,8.932038834951456,0.0,21.31782945736434,9.12621359223301,0.0,15.28046421663443,3.10077519379845,9.284332688588009,0.0,6.2015503875969,6.019417475728155,39.29961089494164,57.55813953488372
328,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
329,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
330,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
331,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
332,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
333,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
334,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
335,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
336,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
337,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
338,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
339,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
340,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
341,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
342,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
343,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
344,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
345,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
346,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
347,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
348,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
349,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
350,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
351,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
352,25.0,6.2,3.1936127744510974,3.1936127744510974,6.024096385542169,18.637274549098194,68.6626746506986,12.4,12.424849699398797,9.690721649484537,9.218436873747494,9.4,12.4,9.580838323353294,34.2685370741483,6.2
